0,0.2,1.04,0.5,0.01,0.7,3600.0,1800.0,36000.0,14.684335628135722,34.9135665716029
1,0.2,1.04,0.5,0.01,0.7,3600.0,2700.0,36000.0,15.648025530588756,34.91383293400928
2,0.2,1.04,0.5,0.01,0.7,3600.0,3600.0,36000.0,15.820078913369647,34.71710229259309
3,0.2,1.04,0.5,0.01,0.7,7200.0,1800.0,36000.0,15.833219883427033,34.71710229259309
4,0.2,1.04,0.5,0.01,0.8,3600.0,1800.0,36000.0,11.276544273544054,34.838340057887905
5,0.2,1.04,0.5,0.01,0.8,3600.0,1800.0,54000.0,14.556676949738007,34.91352851983056
6,0.2,1.04,0.5,0.01,0.8,3600.0,1800.0,72000.0,15.75877063919841,34.91383293400928
7,0.2,1.04,0.5,0.01,0.8,3600.0,2700.0,36000.0,12.669671488561544,34.91154982766888
8,0.2,1.04,0.5,0.01,0.8,3600.0,2700.0,54000.0,15.57959168823236,34.91360462337524
9,0.2,1.04,0.5,0.01,0.8,3600.0,2700.0,72000.0,15.926476983879894,33.9901796628821
10,0.2,1.04,0.5,0.01,0.8,3600.0,3600.0,54000.0,15.822344819807785,34.91383293400928
11,0.2,1.04,0.5,0.01,0.8,7200.0,1800.0,36000.0,14.525096783747992,34.91364267514758
12,0.2,1.04,0.5,0.01,0.8,7200.0,1800.0,54000.0,15.772602475399863,34.71710229259309
13,0.2,1.04,0.5,0.01,0.8,7200.0,2700.0,36000.0,15.650990692059674,34.91383293400928
14,0.2,1.04,0.5,0.01,0.8,7200.0,3600.0,36000.0,15.898305924089403,34.71710229259309
15,0.2,1.04,0.5,0.01,0.8,10800.0,1800.0,36000.0,15.817923787864293,34.86857559072906
16,0.2,1.04,0.5,0.01,0.9,3600.0,1800.0,36000.0,7.858329066948227,31.187240943101152
17,0.2,1.04,0.5,0.01,0.9,3600.0,1800.0,54000.0,9.385094831962634,32.803224042627285
18,0.2,1.04,0.5,0.01,0.9,3600.0,1800.0,72000.0,11.053043167560386,34.70356811283155
19,0.2,1.04,0.5,0.01,0.9,3600.0,2700.0,36000.0,9.145594504607445,32.427424638583766
20,0.2,1.04,0.5,0.01,0.9,3600.0,2700.0,54000.0,10.634389628738257,34.517152430327585
21,0.2,1.04,0.5,0.01,0.9,3600.0,2700.0,72000.0,12.167267345749877,34.9008591231449
22,0.2,1.04,0.5,0.01,0.9,3600.0,3600.0,36000.0,10.370004166813503,33.65322900496812
23,0.2,1.04,0.5,0.01,0.9,3600.0,3600.0,54000.0,11.901724596705884,34.9008591231449
24,0.2,1.04,0.5,0.01,0.9,7200.0,1800.0,36000.0,11.64035279058605,34.9006308124988
25,0.2,1.04,0.5,0.01,0.9,7200.0,1800.0,54000.0,13.162648388282719,34.91352851983056
26,0.2,1.04,0.5,0.01,0.9,7200.0,2700.0,36000.0,12.892088785623553,34.91352851983056
27,0.2,1.04,0.5,0.01,0.9,7200.0,2700.0,72000.0,15.583146837604145,34.91371877869226
28,0.2,1.04,0.5,0.01,0.9,7200.0,3600.0,54000.0,15.567793311968956,34.91368072691992
29,0.2,1.04,0.5,0.01,0.9,7200.0,3600.0,72000.0,15.795138943855676,34.91383293400928
30,0.2,1.04,0.5,0.01,0.9,10800.0,1800.0,36000.0,15.2647532510345,34.91371877869226
31,0.2,1.04,0.5,0.01,0.9,10800.0,1800.0,54000.0,15.728694858109721,34.91379488223694
32,0.2,1.04,0.5,0.01,0.9,10800.0,1800.0,72000.0,15.739581645228933,34.91383293400928
33,0.2,1.04,0.5,0.01,0.9,10800.0,2700.0,36000.0,15.612859686206745,34.91379488223694
34,0.2,1.04,0.5,0.01,0.9,10800.0,2700.0,54000.0,15.793673126264924,34.91383293400928
35,0.2,1.04,0.5,0.01,0.9,10800.0,3600.0,36000.0,15.854464260473014,34.86857559072906
36,0.2,1.04,0.5,0.015,0.7,3600.0,1800.0,36000.0,8.016734006812314,31.542872902415724
37,0.2,1.04,0.5,0.015,0.7,3600.0,1800.0,54000.0,11.389742680516623,34.88803270563584
38,0.2,1.04,0.5,0.015,0.7,3600.0,1800.0,72000.0,14.4252924684977,34.91295774324546
39,0.2,1.04,0.5,0.015,0.7,3600.0,2700.0,36000.0,9.063791892719749,32.519814366511845
40,0.2,1.04,0.5,0.015,0.7,3600.0,2700.0,54000.0,12.409684641075588,34.91154982766888
41,0.2,1.04,0.5,0.015,0.7,3600.0,2700.0,72000.0,15.178764418260979,34.9135665716029
42,0.2,1.04,0.5,0.015,0.7,3600.0,3600.0,36000.0,10.045743056401015,33.581421046687026
43,0.2,1.04,0.5,0.015,0.7,3600.0,3600.0,72000.0,15.907141749371512,34.91383293400928
44,0.2,1.04,0.5,0.015,0.7,7200.0,1800.0,36000.0,9.914828373776162,33.457372235712754
45,0.2,1.04,0.5,0.015,0.7,7200.0,1800.0,54000.0,13.30062707209054,34.9116639829859
